place,info,문의 및 안내,주소,주차,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,접근로,출입통로,review,영업시간,휴일,대표메뉴,취급메뉴,홈페이지,이용시간,지정현황,입장료,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,장애인 주차 안내,지체장애 기타 상세,식음료장,부대시설,엘리베이터,객실,유아용보조의자,휠체어,수용인원,규모,수유실,판매 품목,시설이용료,체험프로그램,바비큐장여부,노래방 여부,세미나실 여부,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,좌석수,주차요금,대중 교통,오디오 가이드,시각장애 기타상세
운암지 수변공원,"운암지 수변공원은 함지산 아래 운암지에 조성된 수변공원이다. 대구북구 8경의 제3경이며 대구 시민들이 즐겨찾는 공원으로 물과 산림을 함께 즐길 수 있는 자연친화적인 공간이다. 운암지는 대략 일제강점기 시기에 조성된 것으로 알려지고 있고, 함지산을 비롯하여 해발 고도 200~300m의 구릉성 산지로 둘러싸인 계곡에 조성되었고 인근 칠곡 들에 농업 용수를 공급하던 저수지였다. 이곳 수변공원은 대구 칠곡3지구에 대규모 택지개발 이후 쓸모가 없게 된 저수지를 자연 그대로 보전하여 주변 환경과 조화를 이루어 조성되었다.

수변공원에는 높이 10m, 폭 25m 규모의 인공폭포인 벽천폭포, 저수지를 가로지르며 수변 생태를 관찰할 수 있는 수변 데크로드(약160m) 및 팔각정자가 설치되어 있다. 계절감을 느낄 수 있는 초화류와 멸종위기 야생식물 2급인 제비붓꽃, 수질정화 식물로 부채붓꽃,수련 등이 식재되어 상세한 안내판을 통하여 생태학습을 할 수 있다.특히 여름날엔 기온을 낮추기 위해 설치한 쿨링포그와 물고기, 오리가족이 어린이들에게 좋은 반응을 얻고있다. 공원내에 분수, 수변무대, 산책로, 어린이놀이시설, 계류, 체육시설, 파고라, 정자 등을 갖추고 있어 주민들로부터 사랑받는 쉼터로 자리매김 하고 있으며 둘레길에서 달 포토존, 움직이는 물고기, 수달 등 생동감 있는 로고라이트가 야간 볼거리를 제공하여 야간 산책 힐링터로도 명성을 얻고 있다. 바로 이웃하여 대구 구암동 고분군, 팔거산성누리길이 자리하니 자연과 함께 역사문화를 느끼며 산책 할 수 있는 공간이다.",,대구광역시 북구 구암동 (구암동),가능,,,,,,,,"운암지는 저의 학창시절까지 추억이 있는 장소로 너무 힐링되는 장소에요. 주변을 지나가신다면 들려서 힐링의 시간을 가지는 곳입니다. 수국? 수~국~~?? 도시 속 수변공원이 이렇게 잘 조성돼 있는 곳이 또 있을까 싶을 정도로 마음에 드는 곳입니다. 등산 및 산책로 입구에 조성된 공원으로 주변 자연경관과 어울리고, 야관엔 조경시설까지 더해져 더욱 아름다운 야경을 즐길 수 있습니다. 근처에 주차 공간도 많고, 맛집과 카페도 있어 데이트나 나들이 코스로 가볍게 즐기기에 더할 나위 없을 거 같아요. 일상의 소소한 행복이 이런 게 아닌가 싶네요. 공원조성이 잘되어있어서 산책하기 좋은곳입니당 연못도 있어서 운치있는공원인거 같아용 근교에 이렇게 좋은 곳이 있는지 몰랐네요 너무 늦은 시간에 방문한거라 오래 있진 못했지만 또 방문 하고 싶은곳입니다 입구 주변에 주차장과 먹거리 가계들이 많고 주변 아파트 주민들이 많이 찾는 연못 공원입니다. 편안하게 쉴수 있는곳도 많고 함지산으로 바로 등산할수 있어 운동하시는 분들이 많아요 친정동네여서 자주 갑니다 공원 조성이 잘되어 있어 걷기에 좋구요 생태환경도 좋아요 남녀노소 다 좋구요 등산로에 맨발걷기, 정상에서 시원한 바람 맞으며 온 시내를 다 내려다봐요",,연중무휴,,,https://www.buk.daegu.kr/tour,상시 개방,,무료,,"자동문 휠체어가 충분히 들어갈 수 있는 공간 대변기, 세면대 손잡이 있음 호출벨 있음",,,,,,,,,,,,,,,,,,,,,,,,,화장실 내 기저귀 교환대 있음,,,,,,
대구 도동 측백나무 숲,"높이 10m, 길이 60m의 바위산으로 이루어진 절벽에 수천여 그루의 측백나무가 자생하고 있는 군락지이다. 도동의 측백나무 숲은 우리나라 천연기념물 제1호다. 2011년 11월 문화재청 고시에 의해 문화재 지정번호가 폐지되었지만 상징적으로 이곳 측백나무 숲이 천연기념물 제1호인 것은 이 나무가 남방 한계를 알려주기에 식물학상 매우 중요하기 때문이다. 도동 향산에 살고 있는 측백나무는 바위틈에서 살고 있어 가까이에서 보면 안타까울 정도로 아슬아슬하게 생명을 유지하고 있다. 도동의 측백나무를 바라보면 이 나무가 척박한 곳에서도 잘 자란다는 것을 알 수 있다.

2016년 실태조사에 의하면 도동 측백나무 숲 나무 개체 수는 성목 1,232개, 치수 191개 등 모두 1,423개로 조사됐다. 전수조사를 통한 정확한 개체 수 파악은 이때가 처음이다. 2007년부터 매년 도동에서는 측백나무 숲을 지키기 위해 기원제를 지내고 있으며, 2018년 기원제에서는 대구시 무형문화재 공산농요보존회 회원들이 공연을 펼치기도 했다. 측백나무숲과 인접하여 위치한 관음사와 인근 측백문화마을의 보호수인 회화나무와 느티나무가 이룬 연리지나무도 측백나무와 같이 신비로움을 더하고 있어 함께 둘러보기 좋다.",,대구광역시 동구 도평로 (도동),가능,,,,,,,,,,연중무휴,,,,상시 개방,,무료,,있음(측백문화마을 커뮤니센터 주차장 시설 이용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팔현생태공원,관광객들에게는 널리 알려지지 않은 대구의 숨은 유채꽃 명소이다. 평소에는 시민들이 금호강변을 따라 산책을 즐기거나 자전거를 타는 친근한 공간이다. 다른 지역보다 조금 늦은 5월이 되면 팔현 생태공원 전체에 노란 유채꽃이 만발한다. 유채꽃 특유의 달콤한 향기도 봄날의 정취에 흠뻑 빠지게 한다. 최근에는 공원 전체에 다양한 색깔의 국화를 식재해 가을에도 아름다운 경치를 감상할 수 있도록 했다. 연초에는 공원에서 정월대보름 달집 태우기 행사도 열린다. 20년 넘게 이어지는 이 행사는 거대한 크기의 달집과 함께 주민들의 소원을 적은 종이를 함께 태워 겨울밤을 화려하게 물들인다.,,대구광역시 수성구 팔현길 88-46,불가능,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,생태공원에 가보려고했는데 비가 너무 많이 왔어요 다음날 나무가 부러져 있던데 큰피해가 없었으면 좋겠네요 이번 주말에 다녀왔는데 산책길이 잘되어 있어 산책하기에도 좋고 유채꽃 실컷 보고 왔어요~유채꽃 구경하러 가보세요!!!!,,연중무휴,,,,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진밭골산림공원,"진밭골산림공원은 산림공원과 연계된 순환형 산책로가 있는 곳으로, 힐링숲, 명상의 숲, 국화군락지, 진달래군락 등 다양한 테마로 조성되어 있다. 대구 시민들에게 치유와 휴식을 위한 건강한 숲 체험 휴양 공간, 숲 속에서 산림욕을 즐기고 자연을 배울 수 있는 휴양 공간이다. 진밭골산림욕장은 자연 속에서 신선한 공기와 진한 숲의 향기를 만끽할 수 있도록 꾸며져 있다. 산수유 70그루와 산벚나무 50그루, 창포 및 13종의 야생화 7,000그루 등 야생화 군락지가 조성되어 있다. 산림휴양에 필요한 산림욕대를 비롯하여 나무다리, 정자, 평상, 데크 계단, 운동시설 등과 공연을 할 수 있는 야외무대도 설치되어 있다.",,대구광역시 수성구 진밭길 413 (범물동),"가능
요금 (무료)",,,,,,,,무더운날이었지만 산길을걷는것은 충분히 즐거움이된다,,연중무휴,,,,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,국화군락지 / 전망대 / 육각정자 / 체육시설 / 힐링숲 / 황토포장길 / 명상의 숲 / 진달래군락 / 침묵계단 등,,,,,
함지근린공원,"함지근린공원은 대구광역시 북구 구암동에 위치한 도심 속 휴식 공간이다. 이 공원은 넓은 잔디밭과 산책로, 다양한 운동 시설이 마련되어 있어 시민들의 여가와 운동을 위한 장소로 인기가 높다. 특히, 공원 내에는 어린이들이 즐길 수 있는 놀이시설과 벤치가 많아 가족 단위 방문객에게 적합하다. 또한, 자연과 어우러진 아름다운 경관을 자랑하며, 사계절 내내 다양한 꽃과 나무들을 즐길 수 있다. 함지근린공원은 지역 주민들이 일상에서 벗어나 편안하게 힐링할 수 있는 공간으로, 많은 사람들이 여유로운 시간을 보내기 위해 찾는 명소이다.",,대구광역시 북구 동암로38길 12 (구암동),불가능,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,연중무휴,,,www.buk.daegu.kr/tour,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공항교강변공원,"공항교는 금호강 사이에 위치한 다리로 대구광역시의 도로 중 하나인 공항로의 일부다. 과거에는 제3 아양교였으나, 1999년에 공항교로 개칭되었다. 그 이후 시민들이 사용할 수 있도록 금호강변 둔치를 이용하여 공항교강변공원을 조성하였다. 공항교강변공원은 대구 주민들 사이에서 피크닉 명소로 입소문 난 곳이다. 초록 빛깔의 광활한 잔디 위에서 옹기종기 모여 휴식과 피크닉을 즐기는 사람들을 흔치 않게 볼 수 있다. 또한 금호강을 가로지르며 우거진 풀을 따라 생긴 산책길과 더불어 자전거 도로를 통하여 자전거 동호회 등 라이딩을 즐기는 사람들도 많이 방문한다. 밤에도 아름다운 야경으로 유명하여 산책을 즐기는 모습을 종종 볼 수 있다.",,대구광역시 북구 복현동,"가능
요금 (무료)",,,,,,,,,,연중무휴,,,,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도성암(달성),"대구의 영산인 비슬산 정상에 있는 도성암은 대한불교조계종 제9교구에 속하는 유가사의 부속 암자이다. 도성암은 선산 도리사, 팔공산 성전암과 함께 경상북도의 수행 도량 중 하나이다. 신라 혜공왕 때 도성 대사가 창건한 것으로 전해지며, 982년 성범 대사가 만일미타 도량을 열고 50여 년 동안 지속되었다고 한다. 일연의 삼국유사에는 도성 대사와 관기 대사가 함께 수행하였던 일화와 성범 대사의 만일미타 도량에 대한 이야기가 수록되어 있다. 도성암은 남서향으로 자리한 대웅보전을 중심으로 좌측에 산신각이 위치하고, 우측 승방과 대웅보전 전면에 자리하고 있는 석탑이 암자의 중심부를 이룬다. 대웅보전은 다포식 건물로 매우 아담하고 균제미가 뛰어난 건물 외관을 지니고 있다. 도성암 뒤쪽 비슬산에 있는 도통바위는 도성대사와 관기대사가 성도하였다는 일화가 전해지는 바위이다. 또한, 도성암은 비슬산 천왕봉 최단 거리 등산코스의 시작점으로 등산 전에 참배하는 마음으로 도성암과 도통바위를 둘러보는 것도 좋다.",,대구광역시 달성군 유가읍 도성길 180,가능,,,,,,,,,,연중무휴,,,,"08:00~18:00
※ 자세한 사항은 전화문의 요망",,무료,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옻골동산,"옻골동산이 있는 자리는 2001년에 건설폐기물 처리시설 용도로 지정되었지만, 사업이 무산되면서 도심 속 공원으로 탈바꿈했다. 황량한 땅에 축구장, 다목적구장, 음수대, 벤치 등 다양한 시설을 세웠다. 인근 함지산에서 옻골동산으로 넘어오는 등산 코스가 있어 등산객들의 방문이 잦다. 특히 공원으로 들어가는 초입에 은행나무 가로수길이 멋지며, 여름이면 잔디광장과 푸른 숲이 인상적이다. 시민들의 소풍 장소 및 단체구기를 위한 장소로도 많이 이용되고 있다.",,대구광역시 북구 구암동 산 4,가능,,,,,,,,,,연중무휴,,,https://tour.daegu.go.kr/,상시 개방,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[백년가게]광명반점,이상의 다양한 메뉴가 있었으나 밀려드는 손님으로 인해 현재 몇몇 대표 음식만을 주력으로 하고있다. 아직 현역으로 주방을 지키시는 1대사장님 부부와 2대사장님 부부가 음식조리와 손님접객을 하는 가족경영의 친절한 가게이다. 대한민국 중화요리의 정통성을 이어가고자 소스류는 일절 사용치 않고 재료 본연의 맛을 살리는 것에 집중한다. 음식의 퀄리티를 떨어뜨리지 않기 위해 배달을 하지 않는다. 화려함을 추구하는 중식당이 아닌 아련한 추억 속 옛맛을 고집하는 중식당이다.,,대구광역시 북구 칠성로 70-1,,,,,,,,,,"11:00~14:00
※ 재료 소진 시 영업마감",매주 일요일 / 매달 마지막주 월요일 / 설·추석 연휴,짜장면,볶음밥 / 난자완스밥 / 짬뽕 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가능,,,,
내곡 모감주나무군락,"모감주나무는 중국, 일본, 대만 등지에 분포하는 낙엽교목으로, 절 주위에 많이 심는다. 나무는 높이 3~10m까지 자라고 노란 꽃이 6~7월에 피며, 열매는 꽈리 모양으로 10월에 익는다. 잎과 꽃은 약용으로, 종자는 염주알 모양으로 단단하고 둥글며 윤기가 있어 염주 및 비누대용으로 이용된다. 이 나무는 그 희귀성으로 인해 보존할 가치가 인정되어 충남 안면도에 있는 모감주나무군락이 1962년에 천연기념물 제138호로 지정된 바가 있다. 경북 안동에 자라고 있는 한 그루의 모감주나무도 경상북도 기념물 제50호로 지정된 바가 있다. 이곳의 모감주나무군락은 약 350년 정도의 수령을 가진 4그루와 5~10년생 약 100그루 정도가 자생하고 있는 것으로 밝혀졌다. 이곳의 4그루 모감주나무는 이미 지정된 것들보다 수령이 오래되었고, 나무 둘레도 31~45㎝로 크며, 높이고 8~10m로 웅장하다.",,"대구광역시 동구 내곡동 221, 산91",가능,,,,,,,,,,연중무휴,,,https://dong.daegu.kr/tour/,상시 개방,대구광역시 기념물 내곡모감주나무군락 (2024.10.30. 지정),무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉무공원,"1992년 10월에 봉무수변공원으로 팔공산 자락에 조성되어 시민들의 아늑한 휴식처로 각광을 받고 있는 도심 속의 자연공원이다. 어린이 놀이시설물 및 체육시설, 야영장 등을 갖추고 있어 주말에는 가족단위의 나들이로도 적합하다. 단산지 주변 산책로 및 탐방로를 따라 산책로 곳곳에 8,000여 본의 야생화와 야생초가 심어져 있다. 봉무공원은 시민들의 건강한 삶을 위한 휴식처이자 자연생태학습장으로서의 공간을 제공하고 있다.",,대구광역시 동구 팔공로50길 66 (봉무동),"가능
요금 (무료)",,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,봉무공원안에 무궁화동산 에 무궁화가 꽃피었을것 같아 찾았다 봉무공원에서의 트레낑을 좋아해서 한번씩 찾았는데 이번엔 무궁화 꽃까지 보고 너무 좋다 우연히 들렀는데 이곳도 벚꽃이 예쁘게 피었더라구요~ 걷기 좋은 길과 나비박물관도 있네요~ 단산지주변 산책로를 걸으며 산책로곳곳에 있는 야생화꽃 찾기와 감상이 기대됩니다 요즘 한국폴리텍대학에서 교육을 받으면서 점심시간에 종종 봉무공원으로 산책을 가곤합니다. 평일이나 주말에 가족들과 같이 산책하가에 너무좋고 주차장도 엄청 넓어요 나비생태공원은 제가 갔을때는 코로나로 휴관중인곳 같았어요 다음에 조카둘과 꼭 다녀와야겠어요,,연중무휴,,,https://www.nabipark.or.kr/pages/,상시 개방,,무료,,장애인 화장실 있음(나비누리관),,,,,,장애인 주차장 있음_무장애 편의시설,,,,,,,,,,수유실 있음(나비누리관),,,,,,,,점자표지판 있음,,무궁화동산 / 나비정원 / 산책로 및 등산로 / 어린이 놀이터 등,,,,,
