,place,info,문의 및 안내,홈페이지,주소,이용시간,이용요금,체험프로그램,review,휴일,주차,입장료,화장실,이용가능시설,주차요금,접근로,출입통로,보조견 동반,체험 프로그램,체험가능 연령,주차 요금,수용인원,할인 정보,시설이용료,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,부대시설,사우나실 여부,규모,캠프파이어 여부,바비큐장여부,장애인 주차 안내,엘리베이터,점자 블록,수유실,"영유아가족
기타상세",휠체어,매표소,영업시간,대표메뉴,취급메뉴,세미나실 여부,스포츠 시설 여부,자전거 대여 여부,객실,공용 PC실 여부,지체장애 기타 상세,청각 장애 기타상세,시각장애 기타상세,안내 요원,주요시설,보유장비,대중 교통,지정현황,이용 시기,코스안내,점자 홍보물,유아용보조의자,판매 품목,좌석수,입점브랜드,휘트니스 센터 여부,노래방 여부,유모차,청각장애용 객실,관람석,대여안내,뷰티시설여부,유도안내 설비
660,삼광모텔,"삼광모텔 사우나는 목포 유달산 근방에 위치하고 있으며 8층 높이의 조망과, 대형 모텔과 더불어 사우나를 운영하고 있다. 저렴한 숙박료로 운영하며 숙박 이용 시 사우나는 무료로 이용 가능하다. 또한 대형룸과 더블 침대도 완비되어 있고 넓은 주차장을 두고 있어서 관광손님들의 불편을 최소화하고 있다.
(정보제공자: 목포시청)",,,전라남도 목포시 호남로 38,,,,,,없음,,,,,,,,,,,,,,,,,,39실,061-242-5856,,"일반실, 더블, 특실",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,밀리터리테마파크,"이곳은 몽탄면 사창리 출신 전 공군참모 총장을 역임한 옥만호 장군께서 호담항공우주전시관을 건립하였고, 이후 무안군에서 밀리터리테마파크를 조성하였다. 부지 23.218평에 실물항공기 12대가 전시된 이곳 항공기는 6·25와 월남전에 참전한 군용기를 비롯하여 북한기 등 기종이 다양하며 직접 내부를 관찰할 수 있도록 개방하고 있다. 또한 전시관에는 미국의 NASA와 러시아 등 세계의 항공역사를 한눈에 볼 수 있는 각종 자료가 전시되어 있어 자라나는 청소년들에게 호연지기를 키워줄 수 있는 체험학습장으로 널리 활용되고 있다. 기존 호담항공우주전시장과 연계한 우리나라 군대역사와 문화에 대한 전시, 교육, 체험을 동시에 공유할 수 있는 육해공 무기전시장, 실내사격장, 호국안보전시관, 비행시뮬레이션 체험장, 야외교육장을 갖추고 2018년 5월 1일 새로운 모습으로 개장했다. 밀리터리테마파크는 호담항공우주전시장을 확장하여 자라나는 세대들에게 호국안보 의식을 고취하고 군대역사에 대한 전시·교육·체험을 동시에 공유할 수 있는 곳이다.
(출처: 무안관광홈페이지)",,무안문화관광 https://tour.muan.go.kr,전라남도 무안군 몽탄면 우명길 21,"[하절기(3월 ~ 10월)] 09:00~18:00
[동절기(11월 ~ 2월)] 09:00~17:00",,,,매주 월요일 / 명절,"가능
요금 (무료)","[개인]
- 일반 (19세 이상) 2,000원
- 어린이, 청소년 (6세~18세), 군인 1,000원
[단체]
- 일반 (19세 이상) 1,500원
- 어린이, 청소년 (6세~18세), 군인 700원",가능 (남녀 구분),"휴게정자(전망대), 매점(PX), 주차장, 화장실",,,,,시물레이션 체험 / 스크린 사격 체험 / 레트로 게임기 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,수만리생태숲공원,"화순은 산이 높고 골이 깊어 물이 풍부하며, 적벽(절벽)으로도 이름난 고장이다. 화산읍 수만리서 큰 재를 지나 안양산까지 이어지는 수만리 생태숲 공원은 한국의 알프스라고 불릴 만큼 뛰어난 경관을 자랑한다. 수만리는 물촌, 새터, 만수, 중지 등 4개의 자연 마을로 이루어져 있는데, 사방이 산으로 둘러싸여 있어 사계절 언제나 산세가 웅장하고 수려해, 가만히 있어도 힐링이 되는 풍경이 장관이다. 단풍나무숲과 철쭉나무숲으로 이어지는 여러 갈래의 산책로에는 나무데크가 잘 조성되어 있고, 중간중간 쉬어갈 수 있는 쉼터도 있어 산책하기 좋다. 나무냄새, 흙냄새를 맡으며 걷는 길이 아름다워 자연의 기운을 느끼기에 더할 나위 없이 좋다.",,https://www.hwasun.go.kr,전라남도 화순군 화순읍 안양산로 258,상시 개방,,,,,가능 (3개소 195대),,가능 (남녀 구분),"특산품 판매소, 주차장, 화장실",,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,당목항,"완도군 약산면에 위치한 당목항은 금일도와 생일도를 연결하는 여객선이 운항하는 곳이다. 바다 위를 떠다니는 배들이 연출하는 풍경이 아름답기로 유명하다. 과거에는 열악한 기반 시설 등으로 어업활동이나 관광에 애로사항이 있었다. 하지만 2021년 9월 국가 어항으로 지정되면서 남해권 수산 거점이자 금일도와 평일도를 잇는 해상 교통·관광 거점 어항으로 개발되어 어항 현대화가 이뤄질 전망이다. 당목항 주변에서 전복, 멸치, 미역, 다시마 등 양식업이 활발하고, 수산자원이 풍부한 청정해역을 끼고 있어 수산물 유통의 거점이 될 것으로 보인다.",,,전라남도 완도군 약산면 당목길 135,상시 개방,,,,연중무휴,가능,무료,있음 (남녀 구분),"대합실, 편의점",무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,고금도,"고금도는 완도군에서 두 번째로 큰 섬이다. 2007년 강진군과 고금도를 잇는 고금대교의 개통으로, 배로 40분인 거리를 자동차로 5분 만에 다닐 수 있게 되면서 주민들의 삶의 질도 크게 향상되었다. 2017년 장보고대교가 건설되면서 뛰어난 관광자원을 잘 활용한 축제나 행사 등을 활발하게 진행할 수 있게 되었다. 청동기시대를 대표하는 무덤 유적인 완도 고금도 지석묘군(전라남도 기념물)이 있는 고인돌 공원, 목조 관음보살 좌상(전라남도 유형문화재)이 있는 수향사, 우수영전진도첩도(전라남도 문화재자료), 고금도와 붙어있는 완도 묘당도 이충무공 유적(사적) 등 뛰어난 문화재들이 많다. 해산물이 유명할 뿐만 아니라 따뜻한 해양성 기후와 해풍, 풍부한 일조량을 받고 자라 향기와 빛깔이 좋고 맛도 뛰어난 고금의 대표 특산물인 유자 등 먹거리도 풍부하다.",,완도문화관광 https://www.wando.go.kr/tour,전라남도 완도군 고금면 신장길 31-8,상시 개방,,,고금도와 고구마의 재밌는 의미도 알고 충무사와 봉황산을 다녀왔습니다.,연중무휴,"가능
요금 (무료)",무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,축령산 휴양림,"축령산 휴양림은 40~60년생 편백과 삼나무 등 늘 푸른 상록수림대 1,148㏊가 울창하게 조성된 공간으로 이국적인 분위기를 연출한다. 故 춘원 임종국 선생이 한국전쟁으로 황폐해진 축령산에 1956년부터 20여 년간 조림하고 가꾸어, 현재 전국 최대 난대수종 조림지를 성공적으로 만들어 낸 곳이다. 2002년 그 공로가 인정되어 ‘숲의 명예의 전당’에 헌정되기도 했다. 이곳은 천연 항균 물질인 피톤치드 향이 가득하여 삼림욕을 하기에 적합하다. 햇빛, 음이온, 소리, 경관, 산소 등 숲의 다양한 환경요소를 활용하여 면역력을 높일 수 있다. 축령산 휴양림은 데크로드를 따라 거닐며 쉽게 둘러볼 수 있을 만큼 경사가 완만하여 어린이나 노인을 동반한 가족 여행객들도 만족할 만하다. 남녀노소 누구나 생활 속 스트레스를 날려버리기에 적합한 장소이다.",,https://www.sooperang.or.kr,전라남도 장성군 서삼면 추암로 716,09:00~18:00,,,"편백나무가 빽빽하게 들어선 숲길을 걷는 내내 공기가 맑고 상쾌해서 좋았다. 그늘이 많아서 한낮에도 덥지 않았고, 조용히 혼자 걷기에도 안성맞춤인 숲이었다. 축령산 휴양림 편백나무숲을 걸어보기도 하며 힐링할 수 있었고 축령산 정상까지 올라보며 즐거운 한때를 보냈네요 푸르른 편백숲에 마음이 느긋해지고 힐링이 절로 떠오르더라구요. 데크길에 완만한 경사라 등산 말고 바람쐬러 와도 좋겠더라구요~! 곳곳에 평상, 데크가 많아 쉬어가도 좋아보였어요. 편백향이 마음을 편안하게 해주는 곳입니다. 걷기 좋은 곳이어서 추천합니다. 우거진 편백나무의 모습과 은은하게 퍼지는 향 덕분에 주변이 편안하게 느껴집니다 인근 숙소에서 1박을 했는데 공기도 맑고 한여름 날씨에도 선선하니 정말 쉼 그 자체였습니다",,가능,무료,있음 (남녀 구분),치유의 숲 (세미나실),무료,,,,해먹 체험 / 편백 봉체조 / 편백 요가 / 편백 팔찌 만들기 / 편백 젓가락 만들기 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,신비의 바닷길 체험관,"신비의 바닷길 체험관은 국가지정 명승인 신비의 바닷길을 자연 일기와 관계없이 연중 체험할 수 있는 체험관이다. 신비의 바닷길은 세계적으로 널리 알려진 매년 음력 2월 말에서 3월 초 영등사리 때 회동리와 모도리 사이의 바닷길이 조수간만의 차로 바다밑 2.8㎞ 구간이 40여 m의 폭으로 바닥을 드러낸다. 이 길의 특징은 해당 기간에만 걸을 수 있다는 점이다. 체험관은 고군면 회동 바닷길이 열리는 인근에 부지면적 3,940m에 지상 3층 규모로 조성된 체험관으로 특산품 판매장과 형상체험관, 4D체험관 등으로 구성되어 있다. 신비의 바닷길 체험관은 진도군을 대표하는 랜드마크로 보배섬 진도군을 찾는 관광객들에게 휴양, 레저, 체험 등을 제공하며 지역주민들에게 소득증대 기여로 지역경제 활성화 메카 역할을 하고 있다.",,진도군 관광문화 https://www.jindo.go.kr/tour,전라남도 진도군 고군면 신비의바닷길 148,09:00~18:00,,,,매주 월요일,"가능
요금 (무료)",무료,있음,,,출입구까지 경사로가 설치되어 있음,주출입구는 턱이 없어 휠체어 접근 가능함(자동문),,형상체험관 / 영상관 등,,,,,,,,,,,,,,,,,,,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,점자블록 있음(주요시설 앞)_시각장애인 편의시설,,,,,,,,,,,,,,,,안내요원 있음,,,,,,,,,,,,,,,,,,,
667,오션힐호텔,"여수 최초 스카이비치 ""오션힐호텔"" 은 고래의 큰섬 이라 불리우는 대경도 바다 앞에 위치해 있다. 전객실이 오션뷰인 오션힐호텔은 여자만을 감싸 안은 돌산의 눈부신 야경과 일출, 그리고 잔잔하고 조용한 바다의 여유로움을 느낄 수 있다. 여수 해양관광의 중심에 위치해 있어 접근성이 좋다.
대규모의 관광객을 수용할 수 있는 객실과 19층에 위치한 루프탑 (수영장) 그리고 그 곳에서 보는 바다는 오션힐호텔의 또 다른 자랑이라고 할 수 있다.",,https://www.oceanhillhotel.co.kr/,전라남도 여수시 돌산읍 강남해안로 81,,,,,,주차 가능,,장애인 화장실 있음,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,,,,,596명,,,15:00,익일 11:00,불가,조식뷔페,210실,061-640-5600,,"디럭스(더블/트윈), 프리미엄 트윈, 게스트트리플, 패밀리룸, 패밀리온돌","인피니티풀, 세미나실, 연회장, 편의점",,"건평 13320.63㎡, 지상 19층/지하 2층",,,장애인 주차장 있음(4대)_무장애 편의시설,엘리베이터 있음,점자블록 있음_시각장애인 편의시설,,,,,,,,,,,장애인 객실 있음(2실),,,,,,,,,,,,,,,,,,,,,,,,
668,문수골,"여수 문수골은 한방요리 전문점이다. 2년여에 걸쳐 연구를 거듭한 끝에 잘 궁합이 맞는 한약재료를 개발하여 자신있게 한방요리전문점을 개업했다. 최고의 한약재를 직접 정성을 다하여 달여, 그 육수에 참옻 오리와 함께 새우, 전복, 낙지 등 다양한 해물을 같이 요리한 최고의 건강 전골 요리를 내놓는다. 여수시 문수동에 위치해 있으며 2시간 전에 예약은 필수다.",,,전라남도 여수시 여문문화길 81,,,,,"매달 2,4번째 일요일",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30 ~ 21:00 (브레이크타임 : 14:00 ~ 16:30),한방삼계탕,한방참옻오리 해물전골 / 한방삼계탕 / 한방참옻닭 / 한방통오리 해물전골,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,담소정,학동 흥국체육관에서 선소를 향하는 길이 선소로다. 담소정은 이곳 선소로 중앙에 있다. 바로 길옆에 붙어 있고 뒤쪽에는 학동의 유흥거리가 바로 이어진다. 이곳 담소정은 여수에서 흔치 않은 전통 한우 생고기 전문식당이다. 이 집은 보통의 고깃집처럼 넓은 홀이 보이지 않는다. 4명에서 20여 명이 함께 들어갈 수 있는 방까지 다양하게 룸이 갖춰져 있다. 일부 방들은 칸막이를 치움으로써 간단히 연결될 수 있어 많은 인원도 어렵지 않게 수용할 수 있는 구조다. 흡사 일식집의 구성을 보이지만 이곳에서는 국내산 한우만을 취급하는 한정식 식당이다. 담소정은 고기질이 좋은 곳으로 주변에서 소문나 있다. 뿐만 아니라 작은 반찬 하나까지도 직접 만들어 내놓기 때문에 항상 깨끗하고 한결같은 맛을 보여준다.,,,전라남도 여수시 선소로 57,,,,,매주 일요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:30~22:00,한우,특수부위 / 꽃등심 / 갈비살 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,국립진도자연휴양림,"한반도 서남단 남도의 끝자락, 산과 바다가 어우러진 보배의 섬 진도는 우리나라에서 3번째로 큰 섬이다. 에메랄드빛 드넓은 푸른 바다와 섬들을 품고 있으며 암갈색의 수피를 입고 있는 해송, 천연 항균 피톤치드가 함유된 편백 등 다양한 수종을 체험할 수 있으며, 미르길이란 옛길이 조성되어 있다. 진도에 위치한 국립 진도 자연휴양림은 천혜의 자연경관인 다도해상국립공원과 진도 신비의 바닷길, 운림산방, 세방낙조 등 진도의 관광명소와 인접해 있어 체험 및 볼거리가 풍부하다. 국립 진도 자연휴양림에는 숲속의 집, 산림문화 휴양관, 방문자 안내소, 목공예 체험관, 잔디 바다, 데크로드 등을 이용할 수 있고, 다양한 나무와 꽃들을 보면서 산책할 수 있는 산책로가 잘 조성되어 있다.",,https://www.foresttrip.go.kr/,전라남도 진도군 임회면 동령개길 1-92,숙박시설 15:00~익일 11:00,,,먼거리를 달려서 도착해 보니 울창한 숲속에서 탁트인 바다를 바라보니 마음이 상쾌해집니다. 숲속의집 구조가 특이하여 여름에 더위를 피해 지하로 내려가는 곳으로 더 시원하게 느껴졌다. 방문객 참여프로그램이 잘되어 있어 잘쉬고 즐기기에 좋았습니다. 10월초 부모님과 2박3일 일정으로 다녀왔어요~~ 숙소에서 보는 아침 일출이 너무 멋져요~~ 목공체험장 직원분들 넘 친절하시고 활쏘기 숲해설도 좋았어요~~ 여름휴가로 가족들과 다녀왔는데 경치가 너무 예쁘고 좋은 시간 보내고 왔습니다 친구들과 부부동반으로 진도 여행시 이용한 숙소입니다. 잘 지어진 건물과 주변 환경이 일품입니다. 잘 쉬었다 왔습니다. 앞에는 바다가 보이고 등 뒤로는 산이 둘러져 있는 우리나라 최남단에 위치하고 있는 휴양림이다.,연중무휴,가능,,있음,숙박시설,무료,,,,"숲속체험 프로그램 / 목재문화체험교실 프로그램
※ 자세한 사항은 홈페이지 참조",,,,,"[숲속의 집]
- 비수기 주중 4명 45,000원
- 성수기 및 주말 4명 82,000원
- 비수기 주중 6명 75,000원
- 성수기 및 주말 6명 134,000원
- 비수기 주중 10명 124,000원
- 성수기 및 주말 10명 208,000원

[휴양관]
- 비수기 주중 5명 56,000원
- 성수기 및 주말 5명 102,000원
- 비수기 주중 6명 75,000원
- 성수기 및 주말 6명 134,000원
- 비수기 주중 10명 118,000원
- 성수기 및 주말 10명 197,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,가람복집,"회식이나 단체 손님을 받을 수 있는 크고 작은 룸을 갖추고 있다. 품위 있는 코스요리는 물론이고 가볍게 즐길 수 있는 저렴한 복국이나 멍게비빔밥도 맛볼 수 있다. 복어는 몸이 따뜻해지고 혈액순환에 좋으며 근육의 경화를 방지하고, 부드럽게 하는 효능이 있다. 또, 단백질과 비타민 B1, B2 등이 풍부하고 유지방이 전혀 없어 고혈압, 당뇨병, 신경통 등 성인병 예방에 좋으며 간장 해독작용이나 숙취 제거에 탁월한 효과가 있고 혈액을 맑게 하여 피부를 아름답게 하는 특별한 어종이다. 까다롭게 손질해도 일부의 독성은 남지만, 이 독성은 오히려 온몸으로 퍼지면서 몸을 덥게 하여 피로를 풀어주고 숙취를 해소시켜준다고 한다. 배가 볼록하게 생긴 복어는 다른 생선과 비교할 수 없을 정도로 감칠맛이 뛰어나며 한 번 맛을 본 사람들은 지속적으로 찾게 된다. 복을 알고 정확히 손질해 내는 전문점인 본가 가람복집에서는 안심하고 근사한 복을 마음껏 맛볼 수 있다.",,,전라남도 여수시 화산로 20,,,,,연중무휴,불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30~21:00,복탕,복수육 / 복찜 / 멍게비빔밥 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,남도회관,"남도회관은 전남 여수시 학동에 자리한 음식점으로 대표 메뉴는 두툼한 왕삼겹과 생오리다. 다른 식당에 비해 모든 음식의 양이 푸짐하다는 점이 이곳의 장점이다. 만두전골 해물칼국수 역시 마찬가지다. 모든 음식은 그날그날 만들어서 제공한다. 생삼겹과 생오리를 회전하면서 굽는 바비큐식으로 깔끔하게 구워 옥돌 위에 올려놓고 갖은 채소에 곁들여 먹는다. 불판 위에 굽는 고기와는 차별화되어 손님들이 매우 만족해한다. 고기 드신 후나 메인 음식으로도 손색이 없는 만두전골, 칼국수, 왕만두는 이곳의 또 다른 자랑거리이다. 특히 왕만두는 직접 만들어서 그 맛이 일품이다. 365일 살아있는 바지락을 제공받아 신선하고 깔끔한 육수로 요리한다.",,,전라남도 여수시 시청서3길 7-4,,,,,매주 일요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30~21:00 (준비 시간 14:30~16:30),만두전골 / 해물칼국수,만두전골 / 해물칼국수 / 남도 왕만두 / 왕삽겹 / 생오리 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,파도소리,"여수에 와서 들르지 않고 가면 서운할 정도로 온 바다를 한 상에 품은 파도소리에서는 광어, 농어, 삼화, 홍어, 개불, 생선구이, 새우구이, 바지락수제비, 은행마늘, 매생이, 새우튀김, 고구마튀김이 나오는 푸짐한 코스요리를 선보인다. 싱싱한 여수 바다에서 갓 잡아 올린 해산물을 매일 공수해 맛깔스러운 상을 차려낸다. 회 맛도 일품이지만 매운탕과 매생이 볶음은 가히 일품. 이 집은 좋은 식단 실천 업소로 남는 음식은 절대 재사용하지 않으며 부족하면 채워준다.",,,전라남도 여수시 문수6길 34-1 (문수동) 1층,,,,현지인들이 즐겨찾는 맛집입니다.회를 포함한 푸짐한 한상 드시고 나면 무릉도원이 따로 없지요,"매월 첫째주, 셋째주 일요일",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:00~21:30,활어 모둠회,활어 모둠회 / 삼치 모둠 외,,,,,,,,,,,,,,,,,,,,,,,,,,,,
